id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
408;2021-10-21T00:00:25+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.1;63.0;62.9;58.7;52.5;2021-10-20
412;2021-10-25T00:00:33+00:00;/sonometros;NoiseLevelObserved;T248682-daily;62.6;59.7;71.0;59.2;65.5;2021-10-24
516;2021-11-02T09:10:55+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.4;57.9;67.2;57.1;61.5;2021-11-01
549;2021-11-03T00:00:55+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.9;62.9;62.4;58.3;50.9;2021-11-02
582;2021-11-04T00:00:58+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.2;62.1;61.9;57.8;51.4;2021-11-03
615;2021-11-05T00:00:02+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.1;63.0;62.7;59.7;51.4;2021-11-04
649;2021-11-07T00:00:05+00:00;/sonometros;NoiseLevelObserved;T248682-daily;68.1;70.2;69.5;60.2;58.9;2021-11-06
651;2021-11-09T00:00:12+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.3;61.2;61.1;58.3;50.1;2021-11-08
685;2021-11-11T00:01:14+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.6;62.6;62.2;58.4;51.0;2021-11-10
686;2021-11-12T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.8;61.6;61.9;58.9;51.9;2021-11-11
687;2021-11-13T00:00:20+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.8;61.3;62.8;60.3;54.0;2021-11-12
688;2021-11-14T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248682-daily;64.3;65.7;68.5;59.8;61.5;2021-11-13
693;2021-11-19T00:00:33+00:00;/sonometros;NoiseLevelObserved;T248682-daily;64.2;66.2;65.6;59.2;54.5;2021-11-18
732;2021-11-26T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248682-daily;63.8;65.8;65.0;58.8;53.4;2021-11-25
736;2021-11-30T00:00:58+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.7;63.8;63.2;57.6;52.1;2021-11-29
743;2021-12-07T00:00:16+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.0;60.4;65.7;57.7;59.5;2021-12-06
744;2021-12-08T00:00:24+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.0;59.5;61.1;58.4;52.4;2021-12-07
748;2021-12-12T00:00:27+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.3;61.5;66.8;63.1;60.1;2021-12-11
784;2021-12-16T00:00:35+00:00;/sonometros;NoiseLevelObserved;T248682-daily;63.6;65.7;65.0;59.0;53.6;2021-12-15
786;2021-12-18T00:00:40+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.7;63.3;64.4;60.7;55.5;2021-12-17
792;2021-12-24T00:00:53+00:00;/sonometros;NoiseLevelObserved;T248682-daily;62.0;63.9;64.0;59.2;54.2;2021-12-23
802;2022-01-08T00:00:29+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.7;61.5;62.0;58.6;52.2;2022-01-07
803;2022-01-09T00:00:31+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.0;60.9;64.7;58.6;57.9;2022-01-08
809;2022-01-15T00:00:46+00:00;/sonometros;NoiseLevelObserved;T248682-daily;70.1;72.4;70.4;59.0;53.8;2022-01-14
810;2022-01-16T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.4;60.9;66.0;60.4;59.5;2022-01-15
811;2022-01-17T00:00:49+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.0;58.8;65.5;57.6;59.5;2022-01-16
813;2022-01-19T00:00:54+00:00;/sonometros;NoiseLevelObserved;T248682-daily;63.8;66.0;64.8;58.1;51.8;2022-01-18
814;2022-01-20T00:00:56+00:00;/sonometros;NoiseLevelObserved;T248682-daily;72.7;75.1;73.0;59.0;54.4;2022-01-19
815;2022-01-21T00:00:00+00:00;/sonometros;NoiseLevelObserved;T248682-daily;65.1;67.2;65.9;58.6;52.7;2022-01-20
816;2022-01-22T00:00:03+00:00;/sonometros;NoiseLevelObserved;T248682-daily;73.4;75.7;73.6;60.8;53.7;2022-01-21
817;2022-01-23T00:00:04+00:00;/sonometros;NoiseLevelObserved;T248682-daily;61.6;61.7;67.5;62.5;61.1;2022-01-22
820;2022-01-26T00:05:40+00:00;/sonometros;NoiseLevelObserved;T248682-daily;66.7;68.9;67.4;60.0;53.6;2022-01-25
854;2022-01-28T00:00:17+00:00;/sonometros;NoiseLevelObserved;T248682-daily;64.5;66.6;65.7;59.4;53.9;2022-01-27
855;2022-01-29T00:00:17+00:00;/sonometros;NoiseLevelObserved;T248682-daily;65.5;67.4;67.5;63.3;57.5;2022-01-28
865;2022-02-08T00:00:39+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.6;61.2;62.5;59.7;53.7;2022-02-07
866;2022-02-09T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248682-daily;60.3;62.2;62.2;58.6;51.6;2022-02-08
867;2022-02-10T00:00:44+00:00;/sonometros;NoiseLevelObserved;T248682-daily;64.5;66.7;65.4;57.8;52.4;2022-02-09
874;2022-02-17T00:00:02+00:00;/sonometros;NoiseLevelObserved;T248682-daily;58.7;60.3;61.7;57.8;53.1;2022-02-16
875;2022-02-18T00:01:04+00:00;/sonometros;NoiseLevelObserved;T248682-daily;59.0;60.7;61.2;58.2;51.3;2022-02-17
877;2022-02-20T00:00:22+00:00;/sonometros;NoiseLevelObserved;T248682-daily;64.6;65.4;69.8;62.9;63.2;2022-02-19
