id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
1107;2022-07-15T00:00:36+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.2;62.1;64.9;64.1;56.5;2022-07-14
1109;2022-07-17T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.0;59.7;63.5;60.6;56.3;2022-07-16
1114;2022-07-22T00:00:58+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.0;61.6;65.3;64.0;57.6;2022-07-21
1117;2022-07-25T00:00:38+00:00;/sonometros;NoiseLevelObserved;T248679-daily;58.2;57.6;64.1;62.5;57.1;2022-07-24
1118;2022-07-26T00:00:42+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.3;62.1;62.9;58.3;53.9;2022-07-25
1124;2022-08-01T00:00:01+00:00;/sonometros;NoiseLevelObserved;T248679-daily;57.5;57.6;62.7;60.7;55.7;2022-07-31
1125;2022-08-02T00:00:04+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.1;60.9;62.3;58.5;53.6;2022-08-01
1126;2022-08-03T00:00:08+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.5;60.6;63.1;62.7;54.2;2022-08-02
1132;2022-08-09T00:00:26+00:00;/sonometros;NoiseLevelObserved;T248679-daily;58.8;60.5;61.4;57.6;52.3;2022-08-08
1133;2022-08-10T00:00:28+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.0;60.0;62.5;61.6;53.9;2022-08-09
1143;2022-08-20T00:00:01+00:00;/sonometros;NoiseLevelObserved;T248679-daily;58.5;59.5;62.8;60.1;55.2;2022-08-19
1146;2022-08-23T00:00:10+00:00;/sonometros;NoiseLevelObserved;T248679-daily;57.8;59.4;61.5;57.2;53.4;2022-08-22
1148;2022-09-29T00:00:52+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.9;61.2;62.9;60.8;57.0;2022-09-28
1149;2022-09-30T00:00:55+00:00;/sonometros;NoiseLevelObserved;T248679-daily;72.9;75.2;73.1;61.1;53.4;2022-09-29
1152;2022-10-03T00:00:05+00:00;/sonometros;NoiseLevelObserved;T248679-daily;58.3;58.7;63.7;59.3;57.0;2022-10-02
1153;2022-10-04T00:01:08+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.7;63.5;63.3;60.6;52.0;2022-10-03
1154;2022-10-05T00:00:11+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.6;62.3;62.9;60.5;53.1;2022-10-04
1158;2022-10-09T00:00:22+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.8;62.3;67.0;62.9;60.2;2022-10-08
1161;2022-10-12T00:00:31+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.9;63.2;64.9;63.3;56.0;2022-10-11
1170;2022-10-21T00:00:57+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.2;62.6;64.3;62.3;55.6;2022-10-20
1177;2022-10-28T00:00:19+00:00;/sonometros;NoiseLevelObserved;T248679-daily;61.1;62.5;63.8;62.8;54.2;2022-10-27
1180;2022-10-31T00:00:27+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.6;61.5;64.9;64.1;56.6;2022-10-30
1182;2022-11-02T00:00:33+00:00;/sonometros;NoiseLevelObserved;T248679-daily;59.6;60.1;64.8;61.5;57.9;2022-11-01
1215;2022-11-18T07:00:42+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.58;61.31;64.99;62.78;56.51;2022-11-17
1262;2022-12-03T07:00:22+00:00;/sonometros;NoiseLevelObserved;T248679-daily;62.72;62.82;68.85;63.2;62.3;2022-12-02
1263;2022-12-04T07:00:19+00:00;/sonometros;NoiseLevelObserved;T248679-daily;60.16;60.45;65.26;62.45;57.54;2022-12-03
1266;2022-12-07T07:00:32+00:00;/sonometros;NoiseLevelObserved;T248679-daily;58.98;60.03;62.64;61.29;52.77;2022-12-06
1268;2022-12-09T07:00:27+00:00;/sonometros;NoiseLevelObserved;T248679-daily;58.55;59.46;62.78;60.5;54.17;2022-12-08
