id;recvtime;fiwareservicepath;entitytype;entityid;laeq;laeq_d;laeq_den;laeq_e;laeq_n;dateobserved
973;2022-03-28T00:00:49+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.7;62.6;66.1;60.8;59.4;2022-03-27
978;2022-04-02T00:00:55+00:00;/sonometros;NoiseLevelObserved;T248671-daily;64.4;66.2;66.5;62.4;56.7;2022-04-01
979;2022-04-03T00:00:56+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.1;61.6;66.3;62.9;59.4;2022-04-02
980;2022-04-04T00:00:01+00:00;/sonometros;NoiseLevelObserved;T248671-daily;59.4;59.4;65.6;58.7;59.5;2022-04-03
984;2022-04-08T00:00:12+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.5;62.5;65.0;64.7;56.1;2022-04-07
986;2022-04-10T00:00:18+00:00;/sonometros;NoiseLevelObserved;T248671-daily;64.4;64.9;68.9;68.2;61.0;2022-04-09
988;2022-04-12T00:00:18+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.2;63.9;64.4;61.7;54.4;2022-04-11
989;2022-04-13T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.1;63.7;64.8;61.9;55.8;2022-04-12
990;2022-04-14T00:00:23+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.3;64.7;66.2;64.5;57.2;2022-04-13
993;2022-04-17T00:00:31+00:00;/sonometros;NoiseLevelObserved;T248671-daily;60.4;60.3;66.4;61.8;60.0;2022-04-16
999;2022-04-23T00:00:46+00:00;/sonometros;NoiseLevelObserved;T248671-daily;64.7;66.4;67.1;63.4;57.9;2022-04-22
1004;2022-04-28T00:00:01+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.2;62.9;63.5;60.4;54.0;2022-04-27
1008;2022-05-02T00:00:11+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.2;60.7;67.8;62.6;61.6;2022-05-01
1009;2022-05-03T00:00:21+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.0;63.7;64.3;61.3;54.5;2022-05-02
1013;2022-05-07T00:00:23+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.3;64.5;66.9;64.7;58.8;2022-05-06
1019;2022-05-13T00:00:38+00:00;/sonometros;NoiseLevelObserved;T248671-daily;64.1;65.9;66.1;62.6;56.0;2022-05-12
1022;2022-05-16T00:00:46+00:00;/sonometros;NoiseLevelObserved;T248671-daily;59.5;58.9;66.1;61.2;59.9;2022-05-15
1061;2022-05-23T00:00:07+00:00;/sonometros;NoiseLevelObserved;T248671-daily;59.1;58.4;65.4;62.1;59.0;2022-05-22
1065;2022-05-27T00:00:18+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.1;63.4;65.3;63.1;56.7;2022-05-26
1066;2022-05-28T00:00:22+00:00;/sonometros;NoiseLevelObserved;T248671-daily;63.2;64.1;67.4;65.2;59.7;2022-05-27
1069;2022-05-31T00:00:28+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.7;64.4;64.8;62.6;54.5;2022-05-30
1072;2022-06-03T00:00:37+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.6;63.9;65.7;65.4;56.0;2022-06-02
1073;2022-06-04T00:00:39+00:00;/sonometros;NoiseLevelObserved;T248671-daily;64.2;65.2;67.5;67.3;58.4;2022-06-03
1074;2022-06-05T00:00:43+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.7;61.8;67.0;65.0;60.0;2022-06-04
1081;2022-06-12T00:00:02+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.3;60.7;67.5;64.5;61.0;2022-06-11
1082;2022-06-13T00:00:05+00:00;/sonometros;NoiseLevelObserved;T248671-daily;59.2;59.3;65.1;60.3;58.6;2022-06-12
1084;2022-06-15T00:00:13+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.0;63.4;64.7;63.9;55.0;2022-06-14
1086;2022-06-17T00:00:18+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.4;64.1;64.8;62.4;55.0;2022-06-16
1089;2022-06-20T00:00:26+00:00;/sonometros;NoiseLevelObserved;T248671-daily;68.7;60.2;78.3;59.7;73.0;2022-06-19
1091;2022-06-22T00:00:34+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.6;64.4;64.9;61.8;55.0;2022-06-21
1092;2022-06-23T00:00:36+00:00;/sonometros;NoiseLevelObserved;T248671-daily;61.5;62.8;64.7;64.0;55.5;2022-06-22
1095;2022-06-26T00:00:44+00:00;/sonometros;NoiseLevelObserved;T248671-daily;59.7;59.9;65.2;62.1;58.3;2022-06-25
1097;2022-06-28T00:00:50+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.1;63.8;64.7;60.6;55.8;2022-06-27
1099;2022-06-30T00:00:56+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.7;64.2;65.3;64.2;55.5;2022-06-29
1100;2022-07-01T00:00:58+00:00;/sonometros;NoiseLevelObserved;T248671-daily;62.5;64.0;65.8;62.3;57.6;2022-06-30
